bs_rep	Class	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19
1	Neutre	283076	85728	49487	36459	28520	23388	19188	16222	13307	11415	10164	8496	7411	5870	5169	4648	4171	3729	3597
1	SW	362113	107866	61809	44909	35086	28648	23675	19331	16801	14633	12045	9658	8520	7285	6200	5376	4956	4402	4157
1	WS	257589	79933	47179	34200	27192	21971	18136	15181	13098	11337	9378	8040	7040	5843	5035	4485	4018	3648	3666
2	Neutre	283869	85837	49631	36344	28735	23451	19335	15976	13301	11506	10112	8420	7334	6051	5217	4504	4045	3746	3590
2	SW	362685	107725	61781	44986	35027	28523	23401	19764	16665	14618	11878	9857	8507	7118	6276	5449	4906	4443	4174
2	WS	257903	79973	46479	33930	27146	21891	18017	15140	12918	11296	9520	7965	7005	5854	5066	4468	3952	3658	3629
3	Neutre	284491	86290	49297	36236	28646	23159	19065	15968	13477	11459	10185	8308	7288	6119	5218	4554	3978	3706	3650
3	SW	363737	107627	62125	44541	34959	28653	23358	19161	16295	14590	11835	9954	8523	7067	6196	5438	4886	4437	4169
3	WS	257673	79920	46770	34086	27076	22105	18025	14955	12808	11262	9597	7813	6871	5782	5126	4666	3811	3707	3650
4	Neutre	284787	85737	49600	36081	28431	23271	19345	15994	13401	11359	10061	8170	7283	5939	5292	4616	4063	3659	3695
4	SW	363625	107778	61396	44667	35205	28482	23457	19349	16503	14586	11951	9780	8731	7259	6205	5441	4976	4258	4165
4	WS	257939	79824	46589	33858	27093	22046	17990	15141	13024	11300	9459	7857	6913	5788	5194	4602	3961	3612	3702
5	Neutre	284106	85699	49633	36325	28678	23107	19134	16086	13315	11539	10262	8173	7181	6097	5272	4482	4055	3627	3560
5	SW	363210	106726	61974	45140	34740	28509	22947	19349	16332	14442	12135	9741	8606	7329	6213	5325	5024	4360	4326
5	WS	258057	79929	46847	34231	27084	22182	18153	15195	13044	11392	9482	7861	6955	5950	5139	4638	3845	3701	3689
6	Neutre	284136	85487	49254	36614	28288	23403	19095	16037	13510	11777	10288	8122	7357	5977	5255	4549	4185	3647	3577
6	SW	363458	108222	61603	44875	34533	28725	23198	19507	16450	14505	12267	9907	8554	7085	6296	5369	4908	4272	4165
6	WS	257162	79826	46446	34284	27223	22046	17987	15391	13307	11318	9486	7821	6891	5805	5120	4743	3992	3545	3622
7	Neutre	284446	85823	49545	36045	28623	23100	19112	16256	13396	11553	10224	8412	7287	5983	5080	4409	4045	3675	3651
7	SW	362550	107758	61665	44903	34961	28669	23269	19241	16184	14441	11971	10030	8461	7133	6302	5432	4767	4428	4259
7	WS	257634	80636	46575	34205	27473	21947	17932	15073	13087	11380	9696	7957	6878	5875	5269	4567	3938	3654	3660
8	Neutre	283609	85591	49792	36119	28746	23571	19130	16002	13279	11639	9974	8248	7402	5974	5290	4391	3977	3810	3675
8	SW	363815	107392	61512	44567	34560	28653	23495	19532	16563	14467	12123	9773	8776	7216	6227	5612	4852	4466	4274
8	WS	257891	80062	46378	34179	27177	22162	17949	15269	12776	11346	9528	7847	6783	5772	5249	4712	4012	3649	3557
9	Neutre	283705	85723	49552	36221	28541	23276	19101	16151	13363	11420	10174	8511	7176	6049	5190	4600	4220	3632	3625
9	SW	363621	107825	61636	44852	34947	28554	23129	19413	16366	14596	12184	10006	8454	7185	6399	5448	4855	4305	4331
9	WS	257390	80520	46617	33880	27320	21991	17967	15147	12879	11224	9536	7913	6926	5856	5144	4604	3947	3758	3606
10	Neutre	283439	85566	49629	36264	28657	23167	19298	15919	13379	11469	9917	8339	7263	5959	5129	4427	4181	3738	3539
10	SW	363240	107675	62144	45116	34889	28178	23529	19288	16712	14651	12026	9920	8555	7176	6343	5408	4854	4280	4230
10	WS	257833	80523	46563	34170	27200	21865	18008	15160	13012	11320	9546	8091	6795	5989	5081	4501	3912	3757	3587
11	Neutre	284450	85560	49815	36301	28725	23080	19185	16021	13297	11520	9975	8327	7139	5900	5248	4405	4178	3788	3564
11	SW	364204	107637	61911	44887	35028	28812	23365	19646	16316	14502	11870	9799	8599	7109	6290	5422	4689	4401	4138
11	WS	257336	79930	46555	33877	27527	22056	17821	14895	12856	11277	9380	7989	7069	5862	5149	4571	3861	3660	3666
12	Neutre	285094	85829	49166	36177	28932	23113	19173	15984	13345	11358	10011	8358	7262	5935	5094	4638	4100	3705	3517
12	SW	363907	107757	62003	44808	34795	28794	23131	19210	16689	14589	11841	9604	8551	7155	6384	5427	4764	4356	4172
12	WS	257437	79868	46603	34250	26772	22016	18086	15119	12966	11367	9575	7985	6976	5937	5089	4565	3932	3714	3616
13	Neutre	284868	85820	49481	36425	28479	23219	19047	16025	13422	11428	10063	8139	7208	5887	5197	4541	3928	3523	3512
13	SW	363082	108018	62057	44620	35200	29010	23397	19214	16353	14598	12062	10065	8603	7024	6261	5412	4868	4364	4281
13	WS	257681	79950	46446	33965	27333	21979	18114	14903	13046	11115	9553	7934	6857	5841	5137	4706	3907	3648	3629
14	Neutre	283928	85822	49808	36084	28856	23339	19009	15865	13514	11497	10124	8405	7306	5998	5276	4482	4106	3705	3612
14	SW	364004	107970	61441	45021	34731	28645	23273	19427	16602	14501	11945	9843	8380	7175	6290	5451	4789	4518	4224
14	WS	256980	80110	46772	33984	27234	21875	18115	15081	12950	11203	9520	7815	6853	5779	5080	4648	3799	3671	3662
15	Neutre	284314	85671	49527	36577	28631	23084	19176	15972	13349	11605	10115	8253	7382	5916	5222	4524	4106	3545	3597
15	SW	362918	107084	61447	44816	34926	28922	23341	19409	16605	14636	11969	9977	8457	7144	6302	5486	5013	4386	4268
15	WS	257553	80192	46873	34132	27253	21975	18105	15179	12948	11210	9554	8005	6874	5948	5086	4624	3790	3629	3652
16	Neutre	284706	85472	49402	36027	28649	23416	19197	15898	13502	11381	10236	8404	7190	5994	5353	4507	4067	3695	3595
16	SW	364449	107696	62051	44425	34791	28413	23101	19554	16514	14585	11908	9700	8548	7143	6205	5401	4862	4413	4209
16	WS	257042	79969	46852	34186	27293	21969	17936	15140	13226	11449	9407	7880	7054	5758	5117	4439	3885	3640	3598
17	Neutre	283095	86000	49917	36052	28360	23136	19062	16046	13418	11501	10152	8465	7277	6011	5258	4522	4110	3601	3660
17	SW	364113	107335	62056	44947	34898	28592	23333	19536	16592	14298	12062	9920	8726	7318	6109	5390	4761	4458	4320
17	WS	257739	80139	46508	33877	27061	21950	17970	15026	13014	11441	9580	7951	6904	5987	5086	4500	3851	3826	3528
18	Neutre	284244	85625	49485	36413	28436	23346	19134	16199	13469	11634	10120	8204	7191	5805	5251	4441	4135	3758	3486
18	SW	362618	108172	62166	44507	34847	28505	23486	19467	16498	14578	11929	9805	8627	7279	6213	5394	4812	4414	4129
18	WS	257903	80328	46535	34039	27382	21863	17885	15002	13198	11239	9639	7929	6851	5757	5146	4535	3977	3691	3682
19	Neutre	284666	85680	49917	36086	28876	23234	19294	15982	13442	11575	10087	8364	7155	5871	5221	4591	4096	3715	3653
19	SW	363273	107375	61534	44719	34960	28638	23550	19090	16458	14590	11942	9822	8645	7187	6398	5333	4815	4392	4137
19	WS	258054	80077	46345	33910	26936	21956	17947	15014	12878	11345	9667	8175	7047	5860	5108	4599	3934	3572	3693
20	Neutre	284181	86123	49835	36009	28631	23175	19216	16056	13602	11513	10248	8310	7382	5958	5340	4631	4100	3696	3561
20	SW	363708	107486	61402	44639	34915	28823	23107	19428	16507	14294	12102	9843	8632	7080	6296	5433	4843	4384	4271
20	WS	256754	80215	46544	33946	27429	22209	17989	15116	12998	11237	9529	7943	6921	5827	5150	4620	3897	3672	3598
21	Neutre	284306	85905	49570	36067	28343	23246	19153	16054	13429	11481	10111	8288	7190	5958	5243	4569	4063	3706	3583
21	SW	363172	107197	61911	44844	35183	28767	23121	19648	16496	14632	12209	9668	8455	7118	6411	5339	4785	4326	4316
21	WS	257462	80287	46334	34249	27264	21788	18007	15415	12990	11374	9643	8084	6921	5850	5083	4500	3887	3731	3649
22	Neutre	283622	85680	49059	36165	28538	23536	19333	16101	13490	11457	10099	8374	7255	6022	5249	4416	4190	3748	3535
22	SW	363341	107781	62346	44685	35126	28701	23161	19647	16349	14483	12016	9761	8596	7177	6295	5436	4868	4398	4240
22	WS	256796	80144	46841	34129	27255	22307	18026	15095	12890	11480	9558	7876	6727	5974	5168	4629	3963	3672	3589
23	Neutre	284028	85606	49336	36450	28569	23189	19291	16175	13420	11466	10207	8284	7337	5718	5121	4671	4171	3772	3628
23	SW	362964	107520	61718	44619	35076	28636	23421	19579	16475	14742	12072	9945	8445	7302	6207	5254	4957	4510	4078
23	WS	257853	80247	46770	34120	27043	21707	18173	15241	12834	11343	9436	8005	6798	5958	5183	4528	3869	3672	3654
24	Neutre	283976	86054	49408	36020	28751	23341	19374	16039	13296	11588	10103	8342	7228	5984	5145	4555	4043	3711	3750
24	SW	363662	107492	62318	44865	34863	28610	23189	19508	16544	14293	11900	9804	8455	6976	6187	5347	4891	4275	4347
24	WS	257155	80350	46916	33848	27166	21883	17725	15356	13165	11342	9530	7976	6754	5866	5054	4576	3890	3722	3638
25	Neutre	282940	86480	49622	36353	28558	23047	19088	16153	13426	11645	10137	8315	7121	5946	5200	4565	4124	3796	3615
25	SW	364533	106810	61833	44978	34883	28523	22939	19373	16374	14539	12122	9934	8623	7231	6357	5316	4840	4352	4264
25	WS	258402	80014	46779	33971	27224	21784	17777	15038	12835	11503	9551	8071	6764	5874	5192	4541	3940	3656	3620
26	Neutre	284445	85653	49682	36208	28702	23049	19276	16043	13403	11414	10209	8288	7242	5902	5312	4557	4127	3568	3499
26	SW	362252	106894	62007	44737	34838	28691	23221	19575	16659	14339	12209	10016	8581	7280	6369	5440	4801	4395	4279
26	WS	257820	80445	46990	34097	27265	22051	17977	15110	13074	11249	9615	7875	6850	5859	5179	4534	3895	3631	3691
27	Neutre	284258	85507	49541	36476	28741	23235	18912	16272	13346	11485	9855	8428	7110	5925	5231	4520	4043	3784	3600
27	SW	363489	107142	61862	44542	34976	28913	23183	19454	16466	14513	11836	9779	8503	7261	6272	5378	4851	4372	4256
27	WS	257584	80233	46868	33950	27290	22051	18100	15205	13033	11486	9735	7814	6803	5876	5124	4516	3939	3704	3633
28	Neutre	284070	85348	49477	36133	28572	23358	19056	15994	13395	11439	10095	8305	7383	5955	5249	4555	4207	3669	3588
28	SW	363331	107571	62050	44694	35300	28285	23434	19411	16604	14384	11930	9854	8731	7147	6396	5420	5023	4378	4176
28	WS	257890	79941	46380	34255	27060	22001	17952	15273	12997	11517	9375	7904	6910	5953	5057	4565	4032	3712	3604
29	Neutre	283942	85775	49602	36190	28568	23379	19226	15784	13405	11544	10246	8205	7279	5885	5231	4492	4170	3717	3613
29	SW	363160	108056	62063	44783	34819	28702	23381	19376	16494	14414	12096	9939	8695	7187	6350	5409	4899	4407	4231
29	WS	256642	79842	46216	34060	27556	22158	18279	15378	13034	11229	9477	7901	6827	5884	5049	4661	3917	3725	3718
30	Neutre	284570	85986	49763	36102	28517	23336	19144	15750	13270	11281	10070	8338	7324	5883	5204	4531	4044	3633	3617
30	SW	363283	107766	61860	44603	35148	28602	23083	19378	16369	14553	11835	9816	8605	7212	6118	5406	4874	4331	4238
30	WS	258252	79739	46470	34131	27352	21945	18101	15154	13040	11247	9405	7965	6973	5988	5049	4702	4001	3637	3699
31	Neutre	284456	85466	49995	36206	28525	23461	19180	16094	13397	11576	10018	8343	7310	5948	5315	4523	4127	3765	3609
31	SW	362234	107299	61932	44650	35008	28782	23571	19231	16769	14413	12051	9779	8632	7107	6397	5344	4819	4432	4185
31	WS	257528	80123	47139	33593	27256	21921	17908	15243	12960	11322	9699	7988	6891	5840	5209	4579	3828	3658	3642
32	Neutre	285496	86011	49356	36168	28536	22981	19320	16313	13355	11436	10082	8299	7190	5978	5157	4587	4089	3751	3563
32	SW	362752	106776	61740	44844	34836	28239	23392	19729	16599	14458	11903	9983	8628	7120	6257	5454	4888	4393	4285
32	WS	257389	80762	46532	34051	27227	22113	17735	15353	12948	11323	9593	7768	7043	5937	5230	4424	3868	3668	3709
33	Neutre	284905	85280	49911	36035	28411	23010	18830	15891	13342	11572	10140	8260	7369	5970	5190	4441	4073	3729	3681
33	SW	363278	107866	61711	44504	35023	28405	23276	19352	16408	14326	12066	9748	8561	7136	6129	5529	5010	4347	4340
33	WS	258341	80494	46987	33717	27425	21904	17973	15068	12973	11095	9617	7952	6936	5947	5155	4548	3926	3655	3694
34	Neutre	284002	85201	49502	35970	28667	23360	19233	16112	13575	11485	10142	8399	7404	5898	5323	4557	4107	3654	3723
34	SW	363152	107826	61462	44954	34847	28606	23080	19478	16415	14616	12065	10007	8495	7143	6373	5666	4887	4488	4195
34	WS	257710	80230	46554	34251	27148	22018	18130	15217	12798	11392	9524	7811	7008	5885	5115	4493	3874	3687	3636
35	Neutre	284428	85796	49831	36065	28680	23488	19507	16127	13424	11552	10075	8374	7263	5880	5296	4559	4034	3669	3634
35	SW	363448	107296	61350	44584	35128	28484	23516	19623	16595	14379	11964	9887	8509	7170	6263	5421	4957	4475	4084
35	WS	257546	80163	46385	34126	27071	21888	18037	15116	12991	11240	9542	7971	6947	5854	5038	4600	3867	3640	3640
36	Neutre	284046	85740	49752	35996	28765	23410	19405	16134	13466	11670	10097	8310	7358	6077	5273	4442	4200	3702	3630
36	SW	362577	107716	61497	44826	34578	28605	23451	19467	16500	14598	11904	9929	8659	7228	6374	5440	4870	4335	4266
36	WS	257925	79850	46462	34210	27268	21857	17931	15058	12999	11382	9620	7908	6775	5946	5057	4638	4024	3569	3550
37	Neutre	284144	85809	49897	36315	28507	23253	19053	16192	13551	11294	10151	8308	7364	6107	5108	4614	4064	3812	3606
37	SW	363724	107528	61888	44696	34914	28422	23251	19660	16669	14428	12165	9767	8501	7177	6238	5394	4889	4374	4196
37	WS	257462	80038	46655	34096	27094	21825	17993	15030	13045	11208	9621	7985	6831	5833	5089	4571	3865	3639	3629
38	Neutre	283975	85431	49509	36316	28483	23280	19227	16014	13601	11585	10088	8220	7259	5957	5133	4573	4074	3793	3680
38	SW	362380	107647	62027	45103	34765	28630	23322	19591	16478	14522	12048	9981	8477	7220	6308	5541	4916	4364	4088
38	WS	257834	80435	46419	34256	27339	21835	17931	15009	13112	11404	9416	8075	7001	6017	5124	4560	3865	3555	3625
39	Neutre	283891	86079	49634	36011	28427	23277	19283	16041	13446	11387	9949	8289	7126	5844	5264	4520	4093	3723	3707
39	SW	362320	107588	61882	45056	34869	28426	23235	19391	16498	14593	11871	10073	8584	7272	6378	5566	4896	4430	4244
39	WS	257742	80217	46930	34535	27336	22041	17912	14920	13004	11337	9518	7951	7078	5827	5111	4648	4039	3676	3700
40	Neutre	284375	85581	49438	36310	28690	23366	19126	15928	13427	11543	10068	8278	7227	6047	5144	4603	4114	3708	3605
40	SW	363704	107076	61544	44889	34903	28534	23291	19635	16381	14471	11891	9887	8544	7188	6448	5336	4863	4389	4144
40	WS	257145	79854	47338	34265	27520	22100	17942	15049	13182	11294	9620	7941	6846	5906	5066	4575	3900	3714	3550
41	Neutre	283570	85810	49643	36501	28603	23441	19087	15990	13268	11607	10265	8345	7322	5962	5296	4495	4006	3557	3540
41	SW	362815	107640	62015	45026	34842	28523	23437	19262	16704	14438	11953	10025	8538	7182	6205	5315	4822	4389	4255
41	WS	258384	80102	46903	34034	27483	21800	17601	14894	13114	11241	9274	7945	7009	5820	5269	4586	3836	3703	3625
42	Neutre	284736	85165	49801	36432	28563	23377	19107	16067	13259	11666	10229	8286	7344	5800	5193	4560	4152	3732	3655
42	SW	363287	107478	62048	44318	34766	28496	23333	19576	16633	14524	12155	10098	8519	7346	6228	5392	4834	4412	4275
42	WS	257247	80272	46648	34158	27173	22060	18006	14969	12743	11352	9416	8026	6874	5738	5081	4649	3844	3621	3627
43	Neutre	284340	85662	49416	36300	28582	23381	19172	15975	13255	11414	10092	8433	7421	6065	5271	4533	4186	3617	3617
43	SW	363670	107128	61892	44346	34854	28375	23373	19684	16409	14306	11989	9823	8414	7196	6324	5305	4889	4354	4135
43	WS	257125	80381	46545	34317	27423	21869	18085	15192	13096	11592	9573	7970	7159	5804	5093	4660	3996	3647	3643
44	Neutre	283238	85840	49505	36184	28754	23668	19093	16063	13474	11354	10204	8332	7283	6019	5163	4489	4038	3755	3572
44	SW	363325	107801	62179	44349	35124	28610	23415	19399	16265	14480	11843	9930	8674	7154	6262	5302	4966	4291	4157
44	WS	257842	79977	46787	34275	27440	21861	17953	14934	13133	11292	9581	8017	7019	5891	5150	4504	3931	3790	3665
45	Neutre	284594	85419	49561	36262	28679	23107	18930	16096	13383	11511	10189	8439	7206	5921	5336	4576	4171	3727	3715
45	SW	363579	106989	62083	44474	34741	28737	23530	19518	16504	14507	12034	9964	8646	7299	6299	5491	4823	4260	4216
45	WS	257579	80134	46613	33897	27291	21715	17923	15201	13013	11302	9526	7958	6804	5806	5302	4505	3900	3628	3712
46	Neutre	283819	85454	49741	36220	28280	23685	19064	16007	13452	11556	10008	8403	7351	5938	5303	4396	4050	3643	3692
46	SW	362584	108074	61970	45005	35034	28804	23388	19497	16557	14463	11984	9952	8617	7123	6384	5409	4895	4379	4363
46	WS	257359	80185	47010	34092	27195	21883	18027	15035	13043	11002	9551	7931	6759	5816	5003	4556	4051	3702	3660
47	Neutre	284268	85403	49484	36250	28631	23351	19074	16081	13441	11682	10004	8247	7285	6010	5271	4507	4029	3674	3658
47	SW	363473	107341	62189	44969	34758	28586	23313	19409	16481	14703	11967	9840	8569	7213	6378	5490	4868	4213	4222
47	WS	257777	80139	46444	33924	27277	22115	18076	15095	13121	11472	9382	7918	6860	5863	5139	4566	3838	3619	3544
48	Neutre	285052	85488	49447	36027	28492	23237	18966	16050	13264	11493	10063	8521	7128	6088	5237	4530	3974	3727	3518
48	SW	363783	107968	62014	44645	34607	28759	23149	19464	16635	14610	11889	9936	8465	7291	6333	5435	4899	4391	4272
48	WS	257450	79997	46413	33781	27264	21922	17908	15071	13073	11526	9358	7881	7123	5929	5174	4630	3868	3759	3660
49	Neutre	284349	85726	49245	36223	28565	23301	19248	15930	13559	11614	10136	8394	7338	5891	5084	4502	4039	3673	3587
49	SW	362970	107573	61986	44553	35163	28724	23211	19676	16428	14462	12187	9922	8529	7002	6347	5502	4991	4345	4242
49	WS	258261	79704	46316	34206	27110	22058	17954	15258	12959	11395	9544	7924	6889	5687	5132	4614	3920	3565	3698
50	Neutre	283605	85237	49933	36248	28566	23219	19247	15956	13462	11497	10173	8040	7364	5954	5285	4510	4052	3673	3585
50	SW	363560	107623	61925	44383	35209	28673	23115	19462	16608	14494	11921	9836	8629	7142	6327	5449	4812	4316	4366
50	WS	258767	80092	46683	34129	27082	21917	17861	15004	13163	10986	9610	7858	7000	5893	5181	4506	3949	3679	3637
51	Neutre	284013	85507	49668	36216	28573	23288	19362	15974	13473	11685	10174	8333	7162	6001	5365	4476	4022	3720	3614
51	SW	363200	107367	61536	44692	35004	28769	23282	19489	16349	14699	12216	9877	8381	7189	6402	5438	5005	4478	4085
51	WS	257839	79954	46683	34506	27250	22056	17855	15202	12993	11289	9523	7851	6798	5805	5127	4530	3859	3631	3638
52	Neutre	284391	85575	49600	36539	28743	23121	18962	16106	13509	11552	10102	8143	7186	5964	5181	4457	4062	3741	3639
52	SW	362618	107342	61902	44627	35103	28461	23444	19443	16453	14733	12012	9877	8686	7202	6324	5453	4820	4420	4231
52	WS	258366	80356	46631	33860	27167	21631	17882	15270	12910	11296	9644	7839	6908	5900	5062	4669	3991	3604	3636
53	Neutre	284543	85241	49637	36308	28615	23407	19435	16131	13519	11704	10220	8280	7225	6121	5242	4549	3970	3604	3447
53	SW	363500	107347	61971	44628	34809	28256	23401	19395	16419	14058	12099	9842	8551	7220	6453	5470	4901	4314	4163
53	WS	257928	80162	46795	34138	26965	21974	18118	15277	13037	11168	9482	7976	6992	5822	5134	4585	3890	3655	3580
54	Neutre	284662	85277	49505	36129	28386	23146	18892	16117	13346	11645	10154	8291	7354	5906	5229	4517	4185	3724	3553
54	SW	363911	108282	61851	44489	35181	28583	23121	19296	16411	14543	11957	9662	8724	7210	6166	5486	4767	4370	4113
54	WS	257017	80232	46765	34197	27319	21924	18058	15305	12966	11234	9534	7873	7068	5891	5065	4546	3868	3693	3548
55	Neutre	284586	85569	49683	36183	28730	23543	18937	15980	13303	11433	10252	8386	7294	5941	5359	4661	4127	3609	3629
55	SW	363098	107606	61920	44540	34842	28605	23429	19300	16638	14456	11799	9881	8600	7046	6242	5431	4803	4321	4160
55	WS	257013	80393	46681	33973	27322	22226	17973	14854	13214	11317	9672	7947	6982	5909	5141	4651	3891	3670	3600
56	Neutre	284253	85473	49271	36186	28713	23259	19067	16220	13441	11479	9877	8315	7360	6003	5185	4440	4082	3668	3604
56	SW	363055	107914	61879	44832	34931	28492	23343	19329	16531	14487	11913	9809	8612	7121	6248	5398	4820	4369	4227
56	WS	257705	79956	46629	34016	27422	22028	18021	15276	12961	11383	9607	7956	6995	5833	5064	4711	4010	3647	3574
57	Neutre	283651	85590	49514	36054	28408	23304	19055	16095	13484	11521	10317	8295	7428	5885	5342	4491	4129	3668	3547
57	SW	363286	108096	61859	45012	34912	28515	23075	19213	16344	14408	12071	9778	8517	7136	6453	5409	4929	4359	4235
57	WS	258677	79986	46591	34221	27237	22034	17901	15204	12912	11286	9445	8030	6876	5841	5034	4583	3955	3691	3572
58	Neutre	284072	85594	49421	36047	28373	23388	19269	16034	13399	11570	10003	8297	7223	5949	5075	4428	4049	3766	3610
58	SW	363055	108214	61459	44393	35289	28556	23337	19422	16338	14682	11859	9945	8753	7111	6525	5420	4965	4367	4318
58	WS	258443	80107	46492	34230	27122	22075	17954	14970	13098	11413	9408	8070	6971	5878	5067	4573	3790	3662	3590
59	Neutre	283813	85443	49993	36046	28507	23407	19190	16273	13253	11436	9916	8184	7087	5896	5294	4542	4030	3660	3589
59	SW	363134	107776	62164	44678	34821	28407	23255	19452	16549	14453	11843	9897	8615	7211	6395	5526	4905	4421	4215
59	WS	257840	80171	46708	33801	27116	22254	17858	15271	13269	11213	9670	8167	6840	5916	5190	4669	3874	3645	3643
60	Neutre	284251	86031	49667	36324	28517	23043	19151	15907	13428	11439	10250	8333	7290	5915	5202	4549	4017	3718	3631
60	SW	363118	106991	62094	44449	35007	28609	23102	19346	16759	14728	12013	9861	8684	7065	6240	5434	4823	4347	4113
60	WS	257480	80332	47021	33806	27304	22139	18208	15448	13104	11119	9392	7939	6853	5711	5090	4633	3922	3628	3681
61	Neutre	284880	85578	49369	36004	28525	23293	19259	16263	13310	11587	10238	8489	7200	5963	5118	4515	4188	3619	3668
61	SW	363824	107362	62185	44600	34761	28560	23356	19603	16375	14559	11864	9902	8619	6977	6319	5396	4947	4331	4168
61	WS	257105	80250	46615	34330	27139	21924	17757	15170	12823	11260	9445	7867	6818	5884	5111	4664	4165	3686	3713
62	Neutre	284253	85697	49671	36142	28583	23318	19187	16266	13325	11468	10230	8178	7200	5863	5349	4582	4066	3688	3631
62	SW	363076	107294	61737	44241	34829	28628	23509	19208	16577	14402	12173	10016	8702	7254	6433	5546	4857	4377	4093
62	WS	258083	79938	46519	34151	27401	21818	17980	15111	13028	11485	9422	7920	6827	5964	5188	4656	3966	3679	3589
63	Neutre	284173	85523	49818	36627	28331	23678	19118	15898	13701	11774	9884	8274	7201	5927	5178	4569	4226	3699	3688
63	SW	362597	107640	61876	44822	35233	28672	23403	19620	16550	14534	11888	9741	8564	7326	6338	5434	4959	4238	4158
63	WS	258058	79835	46449	33553	26858	21816	18105	15040	12984	11396	9656	7960	6844	5995	5288	4635	4003	3651	3617
64	Neutre	284553	85916	49443	36289	28443	23193	19108	15864	13331	11562	10141	8281	7334	5850	5236	4457	4003	3779	3604
64	SW	363663	107748	61869	44482	34800	29100	23250	19411	16500	14632	11925	9999	8552	7292	6351	5401	4930	4423	4172
64	WS	256951	79896	46475	33925	27472	22043	18162	15152	12978	11254	9581	7875	6901	5874	5020	4559	3891	3726	3690
65	Neutre	284306	85364	49449	36481	28503	23475	19060	15881	13311	11683	9992	8203	7210	5891	5206	4450	4112	3750	3585
65	SW	362720	107084	62050	44775	34734	28887	23289	19507	16552	14571	11885	9806	8541	7173	6303	5446	4903	4309	4201
65	WS	258501	80335	46810	34204	27180	22126	18109	15104	12958	11313	9450	7785	6943	5851	5090	4585	3921	3696	3671
66	Neutre	284617	85815	50033	36658	28591	23392	19107	15949	13416	11714	10009	8315	7205	6007	5120	4493	4123	3621	3623
66	SW	362716	107454	61216	44637	35098	28804	23161	19270	16512	14506	12076	9879	8658	7213	6210	5402	4880	4450	4103
66	WS	257610	79665	47063	34182	27001	22397	18028	15188	12923	11366	9450	7966	6952	5914	4962	4586	3978	3620	3605
67	Neutre	284354	85589	49314	36639	28509	23504	19229	15959	13356	11491	9951	8207	7289	5974	5086	4601	4109	3689	3668
67	SW	362800	108353	61465	44326	34968	28704	23331	19279	16560	14456	12009	10018	8468	7294	6330	5385	4956	4238	4238
67	WS	258537	80016	46639	34315	27318	21896	17926	15150	12924	11193	9442	7991	6910	5690	5114	4527	3927	3656	3673
68	Neutre	284634	85152	49615	36330	28681	23315	19077	16052	13379	11623	10242	8412	7148	6006	5082	4440	4129	3650	3605
68	SW	362488	107864	61761	44959	34772	28502	23231	19514	16434	14502	11994	9774	8585	7333	6329	5412	4957	4408	4328
68	WS	257540	79984	46711	34087	27513	21937	17909	15160	12827	11304	9602	7952	6970	5848	5193	4654	3890	3690	3666
69	Neutre	284592	85759	49698	35983	28645	23138	19407	16035	13487	11564	10171	8356	7096	6034	5246	4558	4190	3656	3560
69	SW	362976	107467	61873	44550	34981	28643	23425	19198	16523	14424	12013	9891	8425	7120	6310	5465	4814	4333	4346
69	WS	258075	80107	47143	33891	27163	22009	17906	15210	12866	11263	9536	7919	6984	5822	5088	4500	3873	3591	3640
70	Neutre	284606	85657	49531	36268	28708	23230	19252	16005	13516	11644	10050	8402	7192	6022	5341	4449	3981	3686	3644
70	SW	362962	107255	61748	44811	34831	28238	23291	19424	16523	14454	12161	9975	8640	7178	6293	5431	4878	4380	4151
70	WS	257977	79973	46827	34008	26863	22123	18041	15301	13155	11305	9557	7899	6999	5915	4933	4631	3812	3732	3651
71	Neutre	285730	85696	49467	36047	28560	23561	19024	16298	13470	11499	10111	8385	7256	5978	5105	4474	3996	3681	3625
71	SW	363264	107561	61593	44319	35108	28615	23338	19495	16457	14591	11820	9852	8584	7156	6313	5321	4916	4391	4286
71	WS	257900	79927	46494	33896	27179	21752	17834	15242	12908	11174	9438	7885	6914	5905	5127	4612	3903	3712	3571
72	Neutre	284668	85061	49747	36342	28699	23466	19198	15977	13352	11595	10029	8336	7408	6053	5176	4451	4181	3710	3566
72	SW	363578	106991	61816	44854	34608	28182	23501	19675	16539	14447	12106	10022	8536	7134	6351	5390	4889	4350	4198
72	WS	257334	79972	46920	33594	27244	21981	18118	15258	12918	11406	9570	7975	7002	5936	5198	4648	3967	3635	3573
73	Neutre	283960	85798	49346	36235	28740	23415	19262	15985	13526	11345	10098	8279	7175	5885	5292	4562	4025	3764	3595
73	SW	362635	107949	61570	44950	34859	28482	23076	19418	16567	14536	11971	9838	8575	7219	6274	5399	4946	4276	4240
73	WS	257982	80131	47119	34084	27141	21734	18146	15135	13055	11498	9538	8094	7037	5794	4995	4660	3896	3670	3571
74	Neutre	283701	85875	50035	35915	28347	23110	19114	16086	13537	11536	10024	8441	7289	5854	5245	4448	4193	3717	3637
74	SW	362919	107258	61882	44920	35161	28666	23397	19656	16389	14444	11939	9783	8552	7162	6478	5386	4922	4357	4288
74	WS	257778	79723	46541	34355	27217	21720	18252	15359	12972	11251	9526	8137	6947	5775	5139	4582	4002	3830	3699
