bs_rep	Class	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19
847	Neutre	284288	85583	50107	35991	28314	23443	18951	16065	13397	11640	9984	8284	7212	6159	5166	4430	4170	3738	3580
847	SW	362375	107867	61932	45101	35170	28611	23263	19673	16658	14355	11889	9829	8521	7267	6258	5440	4772	4351	4167
847	WS	257810	80314	46696	34263	27591	22020	17886	15143	12762	11187	9368	7815	6788	5960	5075	4426	4038	3577	3683
848	Neutre	284289	85783	49381	35983	28506	23359	19145	16113	13359	11540	10172	8222	7300	5945	5309	4572	4073	3610	3718
848	SW	363285	107951	61694	44722	34684	28473	23618	19552	16612	14551	11926	9803	8489	7106	6327	5463	4910	4448	4199
848	WS	257230	80123	46639	34023	27161	21923	18132	15240	13008	11517	9619	7823	6842	5903	5176	4647	3886	3692	3590
849	Neutre	284630	85691	49857	36357	28458	22850	19043	15928	13515	11463	10205	8160	7289	5994	5214	4587	4061	3705	3608
849	SW	362455	107678	62270	44588	34794	28701	23532	19508	16554	14509	11954	9833	8675	7295	6157	5374	4931	4265	4164
849	WS	257932	80161	46212	34035	27619	21769	17795	15145	12914	11212	9487	7932	7029	5962	5258	4665	3885	3666	3686
850	Neutre	284312	85489	49230	36054	28744	23128	19219	15992	13567	11524	9855	8327	7356	5883	5272	4473	4028	3676	3546
850	SW	362793	107371	61877	44858	35016	28749	23596	19327	16464	14578	12020	9872	8518	7237	6330	5420	4874	4315	4393
850	WS	257998	80499	46350	34068	27101	22220	17837	15259	13171	11269	9427	8016	6887	5752	5173	4686	3922	3671	3633
851	Neutre	284993	85868	49638	36507	28844	23420	19218	16000	13296	11742	10120	8280	7338	5911	5263	4517	4001	3721	3618
851	SW	361785	107277	61984	44922	35294	28422	23337	19531	16378	14410	12091	9926	8395	7344	6207	5352	4795	4351	4215
851	WS	257909	79992	46572	34059	27218	21650	18116	15114	13115	11277	9678	8002	6801	5823	5018	4522	4076	3633	3631
852	Neutre	284075	85437	49623	36398	28547	23506	19114	15930	13273	11566	10037	8397	7181	5885	5242	4552	4239	3686	3641
852	SW	363135	107550	61422	44812	34952	28751	23324	19347	16554	14591	11998	9795	8496	7258	6216	5529	4949	4411	4203
852	WS	257929	79548	46873	34240	27287	21939	17989	15272	12983	11354	9627	7872	6981	5839	5240	4517	3901	3687	3688
853	Neutre	284551	86014	49455	36076	28636	23350	19325	16055	13491	11416	10233	8320	7389	6012	5355	4433	3996	3732	3659
853	SW	363137	107755	61958	44804	34977	28720	23322	19611	16515	14444	12173	9874	8419	7044	6335	5417	4909	4267	4265
853	WS	257181	79912	46648	34068	26865	21917	17890	14973	12816	11318	9492	7983	7108	6019	5069	4658	3770	3740	3687
854	Neutre	284303	85085	49440	36255	28551	23315	18955	15924	13341	11501	10394	8269	7341	5905	5137	4573	4147	3652	3532
854	SW	363967	107452	61822	44720	34833	28214	23365	19348	16357	14389	11976	9830	8529	7113	6351	5355	4932	4327	4235
854	WS	258238	80538	46982	34136	27208	22099	18037	14826	13023	11275	9527	8108	6987	5775	5197	4630	3910	3581	3676
855	Neutre	284733	85611	49698	36316	28437	22952	18948	15991	13445	11675	10260	8272	7278	5919	5111	4470	4100	3705	3641
855	SW	363067	108165	61507	44601	34874	28395	23689	19801	16523	14407	12079	9900	8605	7195	6414	5421	4844	4402	4216
855	WS	257020	80135	46361	34009	27255	21824	18053	15138	13056	11307	9659	8006	7005	5909	5138	4470	3947	3631	3627
856	Neutre	284362	85526	49109	36159	28367	23543	19341	16262	13401	11578	10052	8308	7316	6017	5161	4603	4011	3728	3642
856	SW	362879	107544	61957	44504	34923	28737	23538	19387	16290	14619	11969	9810	8863	7234	6278	5444	4873	4372	4213
856	WS	257547	80532	46757	33949	27317	21843	17903	15151	13056	11240	9561	7793	6897	6000	4989	4620	3924	3689	3728
857	Neutre	284410	85853	49745	36247	28507	23144	19210	16054	13321	11490	10197	8286	7430	5913	5240	4610	4123	3653	3562
857	SW	362505	107867	61940	44533	34635	28865	23250	19643	16568	14579	11999	9865	8538	7172	6427	5312	4874	4390	4256
857	WS	257602	79822	46699	34226	27114	21890	18031	15074	13192	11417	9434	7882	7025	5804	5021	4669	3851	3685	3614
858	Neutre	284784	85386	49062	36294	28779	23317	19482	15910	13367	11359	10024	8341	7238	5820	5206	4373	4153	3802	3625
858	SW	363869	107656	61552	44284	35194	28599	23683	19480	16488	14430	11846	9874	8583	7215	6372	5307	4739	4363	4303
858	WS	258218	79926	46715	34032	27271	21868	17853	15126	12650	11301	9486	7925	7034	5850	5106	4565	3936	3609	3801
859	Neutre	284414	85703	49550	35814	28397	23630	18864	16153	13643	11505	10066	8336	7210	5969	5189	4576	4139	3768	3620
859	SW	362068	107422	61710	44784	34845	28866	23085	19567	16676	14540	11803	9805	8462	7071	6368	5463	4993	4322	4249
859	WS	258421	80221	46592	33929	27485	21908	18110	15151	13087	11538	9519	7893	7017	5969	5160	4534	3956	3579	3569
860	Neutre	283684	85893	49489	36078	28795	23319	19149	16136	13428	11359	10098	8385	7223	6115	5168	4631	3993	3681	3571
860	SW	363178	107339	62191	44360	34732	28687	23219	19768	16252	14221	12135	10015	8647	7251	6237	5377	4919	4369	4248
860	WS	258072	80335	46516	33956	27307	21698	18172	15265	13219	11214	9653	7989	6910	5884	5039	4519	3970	3603	3649
861	Neutre	284810	85511	49372	36422	28365	23252	19024	15895	13577	11481	10056	8289	7260	5898	5245	4541	4160	3731	3713
861	SW	363128	107070	61480	44523	35044	28487	23470	19444	16788	14598	11985	9906	8548	7295	6253	5469	4776	4406	4334
861	WS	258051	80304	46351	34230	27047	22084	18049	15077	12952	11525	9588	7768	7011	5790	5228	4545	4019	3701	3659
862	Neutre	284358	85878	49614	36264	28545	22989	19185	16123	13549	11430	10099	8287	7121	6002	5089	4491	4122	3655	3671
862	SW	362810	107695	62445	44574	34769	28552	23179	19410	16497	14625	11885	9933	8423	7125	6238	5437	4915	4370	4148
862	WS	258171	80219	46733	33815	27077	22233	18129	15082	12958	11399	9496	7929	6930	5892	5131	4574	3908	3644	3709
863	Neutre	284115	85787	49756	36359	28649	23336	19074	16141	13505	11422	10209	8248	7386	5952	5311	4452	4077	3710	3584
863	SW	363432	107829	60857	44539	34722	28796	23503	19451	16442	14522	12079	10014	8486	7356	6273	5445	4904	4353	4265
863	WS	257650	79421	46621	34388	27123	21940	18115	15098	13159	11350	9775	7890	6812	5824	5064	4613	3921	3671	3592
864	Neutre	283465	85484	49812	36623	28623	23430	19291	16194	13317	11234	10094	8452	7158	5906	5190	4632	4159	3689	3590
864	SW	363160	107218	61780	44842	34753	28759	23452	19343	16394	14434	11952	9755	8468	7153	6352	5470	4929	4405	4311
864	WS	258037	80499	46779	34230	26979	22103	17924	15083	12973	11500	9360	7844	7008	5849	5209	4545	4009	3708	3529
865	Neutre	284428	85693	49523	36050	28733	23161	19182	16075	13450	11474	10402	8458	7290	6080	5395	4474	4028	3649	3535
865	SW	362414	107543	62370	44525	34833	28592	23387	19527	16650	14715	11970	9902	8541	7140	6292	5427	4945	4362	4246
865	WS	257386	80269	46677	34071	27348	22054	17877	14933	13031	11326	9456	7794	7031	5754	5081	4480	3929	3666	3706
866	Neutre	285049	85674	49772	36465	28455	23533	19198	16041	13727	11658	10059	8540	7239	5897	5258	4482	4041	3756	3548
866	SW	361820	107364	61539	44560	35305	28877	23705	19275	16444	14598	12012	9796	8464	7398	6278	5494	4821	4268	4238
866	WS	256964	80153	46726	33959	27144	22107	17755	15227	13037	11315	9663	8039	6967	5887	5079	4567	3898	3632	3614
867	Neutre	283953	86224	49824	36036	28584	23352	19002	16055	13346	11525	9983	8227	7357	5958	5155	4493	4126	3701	3619
867	SW	362544	107667	61721	44995	35074	28698	23417	19550	16505	14256	12002	9835	8545	7171	6093	5337	4967	4402	4123
867	WS	257553	79926	46624	34167	27478	22192	18105	15281	13085	11468	9635	7915	6879	5801	5131	4675	3980	3494	3589
868	Neutre	284111	85342	49249	36446	28600	23239	19326	15943	13448	11524	10110	8220	7227	5952	5150	4551	4103	3725	3640
868	SW	363650	107818	62085	44555	35145	28746	23131	19470	16621	14667	11903	9764	8531	7111	6328	5496	4844	4390	4219
868	WS	257331	79942	46520	34008	27211	22007	18363	14865	13045	11327	9599	7982	6842	5978	5195	4511	3976	3624	3663
869	Neutre	283750	85449	49697	36257	28415	23367	19408	16057	13496	11458	10063	8291	7267	5865	5280	4408	4143	3629	3565
869	SW	363916	107124	61737	44656	35037	28754	23423	19185	16651	14573	12232	9824	8655	7084	6219	5351	4926	4359	4332
869	WS	257446	80259	46774	33514	27640	22018	17980	15093	13174	11220	9655	7908	6898	5955	5127	4715	3807	3592	3717
870	Neutre	284332	86057	49618	36077	28635	23246	19071	16090	13428	11595	10096	8360	7104	5951	5319	4486	4199	3591	3580
870	SW	363758	107423	61554	44628	34757	28733	23191	19267	16346	14449	11935	9801	8655	7116	6272	5551	4948	4457	4162
870	WS	257380	80362	46619	34183	27530	22133	17750	15141	12987	11327	9472	7666	6999	5881	5154	4591	3962	3774	3587
871	Neutre	283304	85740	49377	36272	28581	23350	19159	16056	13346	11570	10173	8201	7305	5938	5251	4445	4118	3766	3693
871	SW	363258	106910	61425	45027	35109	28512	23241	19651	16500	14439	12040	9656	8600	7236	6227	5349	4829	4366	4320
871	WS	258264	80555	46876	34368	27269	22054	17826	15164	13189	11159	9523	7971	7015	5952	5080	4537	3960	3645	3699
872	Neutre	284294	85567	49415	36385	28670	23359	19292	15908	13422	11651	10170	8451	7269	5976	5181	4555	3988	3749	3558
872	SW	363408	107616	61616	44729	34654	28694	23499	19711	16623	14325	12198	9796	8527	7088	6213	5543	4929	4265	4191
872	WS	257724	79854	46975	33852	27368	21809	17862	15219	12706	11170	9600	8004	6994	5894	5137	4503	3858	3663	3772
873	Neutre	283317	85550	49646	35835	28473	23335	19158	16279	13530	11577	10107	8138	7352	5959	5247	4586	4163	3751	3608
873	SW	363506	107207	61859	44803	34717	28474	23507	19667	16403	14718	12049	9866	8412	7160	6376	5584	4828	4501	4181
873	WS	258166	80159	46686	33642	27277	22240	18135	15303	13034	11195	9595	7831	7040	5796	5117	4438	3984	3711	3694
874	Neutre	285000	85739	49673	36314	28928	23174	19283	16048	13442	11545	10157	8261	7270	5897	5184	4499	4060	3665	3642
874	SW	362901	107590	61771	44919	34727	28504	23336	19376	16435	14337	12167	9734	8502	7205	6209	5269	4997	4300	4223
874	WS	257309	79709	46831	34290	27418	22129	18064	14828	13138	11148	9430	7815	6894	5964	5277	4665	3898	3664	3657
875	Neutre	284106	85606	49830	36397	28567	23121	19092	16036	13565	11588	9841	8234	7288	5811	5157	4524	4073	3767	3598
875	SW	362643	108337	62062	44625	34763	28452	23091	19343	16399	14595	11849	9931	8635	7199	6449	5409	4860	4404	4160
875	WS	258047	80289	47104	34233	27262	21730	17797	15247	12964	11250	9420	7993	7018	5814	4966	4636	3849	3635	3724
876	Neutre	284078	85448	49433	36262	28482	23355	19355	16086	13415	11636	10163	8417	7325	6072	5181	4526	4080	3702	3650
876	SW	362921	108072	61897	44368	34855	28848	23287	19211	16402	14503	11846	9791	8526	7357	6336	5423	4889	4321	4349
876	WS	257720	80285	46758	33952	27142	22146	18056	15065	12911	11308	9603	7948	6919	5776	5130	4621	3897	3670	3550
877	Neutre	283702	85782	49398	35883	28891	23367	19284	15983	13301	11567	10111	8289	7241	5830	5224	4534	4133	3713	3571
877	SW	362871	107416	61874	45139	35030	28539	23315	19552	16410	14582	11965	9828	8559	7270	6364	5365	4908	4334	4121
877	WS	258202	80593	46698	34175	27085	21875	17829	15083	13108	11284	9647	7895	6840	5825	5211	4472	3959	3549	3791
878	Neutre	284978	85498	49987	36206	28398	23028	19167	15996	13425	11431	10239	8266	7159	5996	5157	4537	3990	3715	3581
878	SW	363143	107185	61193	44750	34932	28618	23329	19424	16583	14766	11996	9886	8574	7246	6387	5362	4806	4344	4219
878	WS	258601	80256	46559	33984	27199	21880	17935	14907	12955	11305	9406	7832	6995	5924	5156	4605	3990	3606	3590
879	Neutre	284232	85891	49555	36436	28683	23246	19250	16078	13497	11662	10138	8321	7235	5798	5287	4534	4097	3666	3550
879	SW	362237	107645	62023	44646	34836	28843	23436	19575	16580	14555	11889	9793	8606	7161	6208	5330	4982	4290	4325
879	WS	257885	80268	46790	33993	27226	21898	18046	15105	12968	11075	9482	7948	6852	5970	5135	4479	3943	3604	3548
880	Neutre	284427	86007	49621	36512	28302	23133	19135	16136	13445	11496	10169	8437	7420	5972	5233	4463	4048	3696	3486
880	SW	363542	107405	62030	44507	35203	28167	23167	19424	16441	14413	11830	9891	8498	7245	6323	5266	4944	4349	4110
880	WS	258029	80076	46400	34183	27444	22088	18029	14947	12980	11217	9420	8063	6787	5866	5175	4494	4028	3696	3648
881	Neutre	283604	85600	49539	36365	28629	23360	18999	16236	13429	11567	10138	8338	7290	5900	5294	4603	4094	3680	3672
881	SW	363661	108000	61839	44897	34972	28656	23371	19503	16457	14406	12136	9948	8463	7148	6446	5447	4819	4410	4302
881	WS	257378	79603	46774	33907	27445	21699	17940	15125	12911	11258	9658	7980	6906	5727	5082	4709	3859	3592	3644
882	Neutre	283726	85586	49556	36221	28450	23308	19375	15919	13501	11518	9972	8218	7168	5944	5121	4527	4155	3600	3658
882	SW	363759	107887	61537	44982	35149	28744	23189	19576	16679	14328	11857	9829	8672	7251	6211	5416	4885	4346	4198
882	WS	257497	80154	46650	34367	27340	21968	18149	15178	13007	11103	9413	7920	6902	5817	5036	4619	3914	3646	3658
883	Neutre	283755	86133	49435	36175	28618	23452	19187	16130	13647	11510	10006	8482	7420	5902	5303	4472	4125	3603	3633
883	SW	363075	107410	61835	44807	35015	28570	23386	19294	16519	14473	11973	9721	8503	7090	6344	5459	4839	4339	4237
883	WS	257624	80559	46407	34004	27078	22068	18042	15279	13098	11176	9406	7940	6875	6002	5065	4586	3996	3651	3617
884	Neutre	284542	85772	49840	36021	28649	23403	19197	16010	13106	11433	10286	8371	7382	5976	5193	4532	4155	3720	3635
884	SW	362684	107782	62177	44880	34925	28619	23242	19256	16371	14413	11939	9813	8528	7284	6324	5397	4899	4449	4273
884	WS	257784	80445	46773	33994	27300	21697	17581	15212	12896	11295	9443	7968	6779	5749	5120	4586	3967	3641	3586
885	Neutre	284271	86124	49725	36223	28598	23298	19331	15795	13490	11612	10146	8361	7210	5992	5231	4612	4052	3691	3690
885	SW	362918	107564	61783	44878	34908	28689	23201	19540	16501	14543	11913	10250	8700	7302	6401	5394	4786	4396	4234
885	WS	257486	79819	46459	34182	27141	21953	18020	15099	13057	11184	9403	7757	6764	5949	5047	4496	3859	3738	3648
886	Neutre	285138	85497	49297	36396	28438	23388	19189	15771	13534	11520	10239	8432	7208	5892	5278	4548	4146	3743	3643
886	SW	362562	107392	61665	45045	34935	28587	23230	19366	16520	14496	12201	9903	8416	7135	6384	5432	4874	4285	4230
886	WS	257309	80003	46966	34118	27201	21948	17954	15208	13101	11400	9635	8017	6994	5817	5053	4566	3878	3640	3711
887	Neutre	284927	85448	49801	36210	28412	23084	19132	15950	13400	11511	10218	8372	7356	5753	5235	4406	4120	3793	3599
887	SW	362328	107662	61447	44874	34799	28561	23389	19339	16428	14571	12098	10054	8658	7125	6270	5523	4883	4356	4304
887	WS	257867	80218	46717	33873	27242	22079	18127	15083	13094	11276	9678	8168	6821	5898	5172	4528	3963	3535	3599
888	Neutre	284292	85831	49387	36510	28358	23503	18878	16054	13520	11399	10142	8369	7381	5850	5221	4550	4084	3616	3648
888	SW	362765	107773	61238	45028	34847	28535	23266	19267	16622	14515	12254	9731	8765	7073	6301	5471	4810	4307	4281
888	WS	257939	80189	46717	34279	27352	21686	17980	14915	12890	11387	9528	7900	6868	6009	4998	4722	3966	3739	3708
889	Neutre	284408	85669	49264	35900	28384	23336	19395	16144	13326	11447	9875	8385	7217	5975	5289	4423	4078	3705	3545
889	SW	363089	107586	61858	44988	35172	28644	23354	19455	16490	14332	12079	9936	8780	7036	6218	5430	4921	4397	4232
889	WS	257353	80196	46531	34063	27289	22019	17951	15128	13096	11287	9648	7977	6989	5996	5093	4703	3990	3717	3629
890	Neutre	283871	85738	49410	36228	28612	23153	19052	16010	13527	11477	10374	8308	7225	5956	5341	4544	4106	3739	3547
890	SW	363271	107277	61871	44763	35162	28693	23363	19635	16512	14254	11970	9896	8666	7057	6256	5334	4890	4438	4167
890	WS	258162	79863	46737	34119	27372	21837	17881	15209	12907	11219	9563	8110	7030	5864	5076	4692	3958	3642	3682
891	Neutre	284589	86014	49386	36373	28436	23312	19272	16153	13413	11502	10019	8182	7234	5881	5245	4585	4077	3591	3611
891	SW	363667	107401	61783	44939	34697	28439	23521	19542	16325	14605	11961	9861	8597	7176	6295	5274	4865	4404	4237
891	WS	257651	79805	46437	34206	27059	21850	18086	14983	13235	11398	9622	8018	6928	5887	5211	4591	3930	3577	3563
892	Neutre	284782	86093	49861	36354	28449	23161	19078	16023	13364	11492	10149	8309	7190	5934	5174	4530	3993	3649	3583
892	SW	363005	107392	61644	44384	35013	28704	23606	19279	16372	14468	11916	10008	8486	7125	6229	5337	4894	4344	4349
892	WS	258013	79809	46998	34276	27306	22003	17821	15268	13084	11314	9437	7949	6969	5770	5170	4532	3883	3587	3546
893	Neutre	283537	86054	49372	36309	28702	23464	19178	15914	13340	11720	10214	8318	7193	6055	5240	4515	4065	3699	3597
893	SW	363250	107757	61526	44681	34929	28666	23410	19480	16610	14589	12116	9780	8423	7253	6195	5408	4700	4348	4239
893	WS	257629	80516	47036	34067	27213	21859	18054	15172	13176	11200	9391	7887	6733	5795	4957	4605	3971	3705	3531
894	Neutre	285090	85765	49349	36149	28539	23433	19217	16093	13396	11719	10009	8263	7248	5913	5271	4496	4086	3656	3596
894	SW	362764	106794	61739	44427	35284	28555	23653	19551	16613	14604	11963	9975	8609	7313	6352	5415	4852	4408	4076
894	WS	257384	80123	46736	34119	27333	22005	17935	15034	12951	11425	9742	7856	6823	5819	5069	4613	3932	3698	3672
895	Neutre	283348	85231	49373	36283	28478	23358	19315	16008	13339	11557	10297	8165	7345	5983	5336	4484	4177	3609	3628
895	SW	364169	107783	61849	44891	34907	28701	23463	19386	16275	14332	12014	9874	8622	7107	6440	5462	4849	4349	4248
895	WS	257926	80280	46535	34098	26978	21999	17886	15197	13008	11227	9553	7920	6939	5929	5196	4507	3961	3630	3731
896	Neutre	284580	85335	49565	36280	28516	23313	19438	16298	13682	11508	9922	8273	7163	5948	5265	4495	4146	3740	3655
896	SW	363522	107627	61451	44457	35013	28859	23324	19244	16427	14586	11988	9848	8723	7170	6143	5408	4806	4360	4315
896	WS	257765	80520	46461	33869	27149	21813	17871	15133	12752	11403	9458	8025	6963	5804	5063	4632	3933	3680	3694
897	Neutre	284701	85786	49633	36225	28825	23376	19025	16104	13343	11653	10214	8395	7388	5963	5223	4544	3960	3768	3565
897	SW	363118	108025	62000	44919	34483	28503	23187	19381	16508	14435	12095	9972	8557	7141	6256	5476	4942	4423	4207
897	WS	257251	80088	46217	34063	27266	21753	17961	15220	13173	11288	9449	7891	6763	5823	5066	4499	3905	3737	3624
898	Neutre	283382	85614	49675	35873	28593	23444	19120	15981	13359	11416	10232	8313	7257	6025	5314	4592	4169	3754	3713
898	SW	363553	107805	61854	44659	34997	28931	23257	19429	16149	14454	11818	9932	8542	7086	6335	5429	4808	4431	4140
898	WS	257989	79896	46778	34165	27580	21944	17884	15065	12986	11368	9510	7929	6858	5884	5293	4593	3899	3794	3668
899	Neutre	285185	85567	49432	36214	28608	23286	18999	15925	13459	11321	9922	8374	7224	6069	5169	4497	4023	3669	3648
899	SW	362489	107875	61981	44659	35103	28497	23426	19474	16354	14299	12148	9860	8832	7117	6238	5382	4931	4415	4313
899	WS	257477	80296	46758	33851	27579	22072	17874	15355	12809	11445	9417	8034	7023	5893	5132	4574	3816	3618	3553
900	Neutre	284201	85816	49562	36249	28710	23232	19060	16040	13539	11520	10144	8333	7268	6035	5310	4583	4040	3638	3598
900	SW	363143	107312	62309	44619	34930	28945	23411	19418	16363	14744	12000	9913	8639	7219	6151	5417	4913	4224	4210
900	WS	257339	79746	46500	34044	26973	21888	17847	15406	13091	11509	9602	8078	6969	5975	5035	4610	3894	3658	3588
901	Neutre	284586	85333	49273	36184	29142	23388	18997	15982	13373	11688	9996	8104	7295	5962	5076	4656	4191	3724	3646
901	SW	363571	107559	61741	44913	34949	28813	23526	19427	16320	14546	11897	9723	8471	7064	6284	5376	4848	4316	4145
901	WS	257628	79730	46741	34282	27201	22157	18049	14950	12888	11373	9422	7970	6952	5782	5150	4585	3930	3705	3596
902	Neutre	283499	86014	49194	36015	28858	23847	19288	16040	13319	11505	10121	8172	7331	6083	5224	4515	4170	3535	3657
902	SW	364189	108075	61708	44381	35071	28496	23395	19224	16561	14694	11934	9745	8474	7132	6213	5388	4976	4420	4102
902	WS	257255	79747	46866	34310	26855	21989	18157	15318	13073	11290	9473	7987	6892	5833	5081	4549	3814	3622	3618
903	Neutre	284774	85667	49366	36264	28348	23560	19231	16156	13440	11498	10183	8350	7152	6041	5086	4474	4048	3705	3704
903	SW	362830	106895	61808	44492	34994	28586	23542	19412	16354	14326	11990	9885	8466	7087	6443	5555	4862	4360	4112
903	WS	258379	80165	46845	33924	27417	21935	17899	15033	13062	11250	9541	7842	6964	5949	5129	4707	3879	3626	3592
904	Neutre	284322	85351	49578	36145	28680	23331	19069	16133	13533	11575	10142	8340	7207	5922	5067	4530	4017	3600	3625
904	SW	363385	107707	61873	44505	34822	28412	23384	19383	16508	14521	12141	9887	8583	7010	6314	5438	4849	4306	4221
904	WS	258369	80370	46747	33930	27181	21834	18027	15027	13112	11369	9590	7796	6994	5829	5191	4506	3997	3562	3637
905	Neutre	283726	85154	48995	36029	28730	23446	19302	16080	13571	11669	10109	8342	7284	5923	5187	4570	4169	3748	3703
905	SW	362779	107513	61483	44691	34847	28548	23207	19358	16441	14567	11837	9901	8731	7281	6302	5613	4939	4407	4184
905	WS	258274	80048	47057	34259	27432	22106	18069	15197	12923	11309	9512	7900	6944	5875	5098	4647	3910	3649	3703
906	Neutre	284704	85821	49721	36260	28369	23378	19310	16081	13599	11547	10043	8287	7222	5950	5183	4546	4092	3732	3591
906	SW	363545	106970	61868	44674	35085	28868	23273	19598	16628	14396	11934	9903	8604	7131	6259	5446	4870	4364	4200
906	WS	257615	79726	46290	34334	27088	21926	17945	15064	12976	11168	9657	7828	6805	5926	5154	4642	3968	3704	3696
907	Neutre	284152	85509	49272	36250	28233	23393	19201	16156	13266	11494	9909	8359	7242	5869	5281	4504	4047	3708	3738
907	SW	364200	107459	61820	44534	34395	28618	23359	19388	16545	14671	11959	9793	8419	7095	6461	5488	4788	4352	4201
907	WS	258050	80475	47246	33881	27230	21960	18058	15141	13139	11217	9379	7863	6936	5818	5069	4491	4032	3548	3657
908	Neutre	284535	85848	49768	36443	28523	23051	19090	15924	13303	11738	10120	8386	7277	5982	5129	4678	4119	3596	3494
908	SW	362946	107412	61889	44624	34901	28446	23285	19040	16456	14421	12000	9920	8597	6915	6339	5339	4882	4435	4244
908	WS	258157	80086	46638	34328	27131	21671	18170	15203	13117	11323	9694	7978	6871	5887	5246	4508	3932	3668	3697
909	Neutre	284339	85739	49654	36487	28400	23177	19324	16064	13365	11588	10056	8474	7103	6023	5201	4459	3962	3612	3544
909	SW	363792	107312	62184	44632	34776	28556	23403	19481	16507	14423	11808	9765	8371	7140	6392	5402	4808	4351	4234
909	WS	257984	80202	46334	34303	27036	22092	18014	15065	12936	11219	9453	7886	7057	5855	5204	4659	3917	3564	3641
910	Neutre	284155	85963	49841	36184	28457	23312	19117	15875	13441	11563	10092	8234	7323	6043	5267	4472	4134	3805	3592
910	SW	364076	107532	61904	44621	34997	28601	23201	19304	16440	14430	11913	9864	8505	7199	6382	5435	4790	4237	4295
910	WS	257782	79983	46917	33939	27071	21946	17899	15131	12873	11257	9571	7909	6975	5848	4975	4498	3955	3674	3648
911	Neutre	284889	85936	49502	36061	28446	23311	19331	16108	13445	11271	10209	8204	7403	6051	5340	4444	4165	3715	3640
911	SW	362553	107707	62043	45096	34769	28421	23338	19560	16579	14387	11781	9810	8563	7081	6445	5403	4964	4348	4249
911	WS	257613	80551	46175	33957	27144	21748	18096	14991	13021	11304	9623	7838	6950	5960	5213	4584	3937	3694	3604
912	Neutre	284583	85738	49392	36426	28571	23288	19164	15965	13550	11591	10135	8506	7294	5852	5230	4529	4079	3745	3718
912	SW	363272	106902	61927	44766	34906	28259	23222	19475	16414	14461	12182	10048	8496	7183	6252	5410	4920	4402	4234
912	WS	257070	79993	46735	34226	27291	22094	18114	15217	12980	11337	9533	7845	6950	5824	5036	4502	3916	3711	3546
913	Neutre	284881	85872	49252	36363	28107	22915	19059	16089	13521	11603	10371	8455	7427	5934	5195	4632	4143	3748	3606
913	SW	362504	107932	62046	45056	34673	28824	23298	19414	16493	14456	11934	9926	8569	7135	6233	5412	4856	4375	4239
913	WS	257872	80016	46667	34124	27416	21915	17864	15175	12956	11201	9464	7930	6859	5863	5011	4555	3927	3606	3647
914	Neutre	284223	85760	49728	35956	28727	22916	19327	16051	13396	11442	10119	8310	7441	5869	5247	4455	4086	3578	3691
914	SW	363003	107162	62617	44835	34762	28583	23244	19397	16206	14544	11980	9897	8443	7080	6290	5369	4820	4361	4113
914	WS	258487	80539	46726	33948	26990	21764	18125	15127	13094	11388	9455	7837	7022	5910	5201	4612	3894	3671	3656
915	Neutre	284488	85636	49748	36242	28422	23124	19056	15882	13608	11526	10049	8354	7259	6061	5216	4559	4111	3736	3647
915	SW	362738	107585	61737	44809	34860	28750	23234	19359	16379	14326	11825	9918	8545	7246	6269	5453	4914	4299	4245
915	WS	258183	80000	46729	34155	27363	21931	18207	14932	13178	11390	9607	7735	6966	5807	5144	4574	3902	3712	3629
916	Neutre	284218	85715	49597	36469	28622	23256	18984	16129	13315	11449	10147	8352	7446	6031	5343	4517	4108	3602	3618
916	SW	363446	106987	62083	44999	34747	28713	23162	19323	16443	14490	11963	9846	8515	7177	6230	5397	4958	4382	4255
916	WS	257949	80210	46904	34032	26771	21993	17828	15212	13057	11400	9561	7849	6898	5758	5095	4580	3890	3559	3656
917	Neutre	283278	85497	49860	36459	28349	23137	19180	15820	13767	11413	10192	8424	7239	5941	5191	4533	4160	3745	3568
917	SW	363670	107595	61358	44820	35107	28672	23552	19442	16194	14492	12048	9755	8475	7251	6359	5510	4794	4295	4198
917	WS	257657	80197	47084	34076	27178	21784	18122	14973	13065	11375	9753	7886	7029	5861	5138	4656	3982	3683	3650
918	Neutre	284167	86135	49070	36314	28486	23327	19219	16341	13363	11397	9907	8233	7318	5883	5130	4476	4092	3739	3560
918	SW	363920	108232	61701	44890	34948	28758	23230	19402	16491	14625	11945	9752	8567	7164	6244	5392	4864	4239	4253
918	WS	257333	80060	46830	33888	27220	21909	17911	15052	13070	11203	9576	7946	6839	5838	5169	4601	4012	3701	3601
919	Neutre	284673	86252	49654	36154	28833	23467	19239	15934	13545	11549	10105	8352	7152	5975	5267	4521	4103	3673	3603
919	SW	362354	107175	61714	44519	34771	28851	23416	19482	16277	14717	11876	9761	8669	7175	6263	5424	4843	4379	4253
919	WS	258350	79847	46731	34104	27362	22057	18024	15085	12785	11135	9519	7985	6888	5852	5174	4527	3925	3628	3579
920	Neutre	284588	85312	49592	36145	28841	23428	19168	16103	13380	11439	10162	8367	7163	5983	5225	4538	4069	3531	3572
920	SW	364249	107423	61701	44756	34659	28705	23197	19388	16567	14573	12085	9831	8554	7218	6345	5443	4939	4274	4191
920	WS	257600	80021	46529	34002	27271	22034	17731	14993	12962	11266	9621	7958	6804	5849	5070	4582	3867	3698	3709
