region	localGC	invar_L	invar_GC	segregating_sites_unanchor	pi_sum_unanchor	pi_unanchor	unanchor_L	unanchor_GC	segregating_sites_anchor	pi_sum_anchor	pi_anchor	anchor_L	anchor_GC	total_pi	cds_anchor	cds_anchor_num_winds	cds_total	cds_total_num_winds	class	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19
C_1	0.20745	554680	106032	20096	6035.01	0.00745423	809608	165540	53140	14916	0.00834311	1787822	382333	0.00664666	610486	7601	977561	26829	Neutre	3192	975	576	423	352	283	234	209	182	140	120	95	81	85	72	62	58	45	61
C_1	0.20745	554680	106032	20096	6035.01	0.00745423	809608	165540	53140	14916	0.00834311	1787822	382333	0.00664666	610486	7601	977561	26829	SW	2578	800	472	324	240	221	176	143	122	100	111	87	61	65	51	52	39	32	41
C_1	0.20745	554680	106032	20096	6035.01	0.00745423	809608	165540	53140	14916	0.00834311	1787822	382333	0.00664666	610486	7601	977561	26829	WS	2896	931	563	420	341	289	210	190	168	134	116	100	92	58	48	57	40	49	56
C_2	0.23495	260500	61180	11792	3543.36	0.00688601	514574	120835	56537	15912.6	0.00818112	1945037	457076	0.00715263	400428	5669	525598	10233	Neutre	3120	969	644	418	314	274	203	213	146	130	114	90	75	58	50	55	45	56	53
C_2	0.23495	260500	61180	11792	3543.36	0.00688601	514574	120835	56537	15912.6	0.00818112	1945037	457076	0.00715263	400428	5669	525598	10233	SW	2737	836	510	371	267	231	171	152	145	122	88	107	69	56	48	57	54	45	37
C_2	0.23495	260500	61180	11792	3543.36	0.00688601	514574	120835	56537	15912.6	0.00818112	1945037	457076	0.00715263	400428	5669	525598	10233	WS	2955	901	519	404	279	241	215	188	149	145	119	92	65	78	52	65	37	48	52
C_3	0.243511	207961	50602	9035	2719.87	0.00641627	423902	103242	55602	15707.8	0.00816162	1924600	468683	0.00720827	283864	5136	379218	8311	Neutre	3183	989	560	411	317	258	245	189	148	135	119	94	77	51	68	58	48	34	35
C_3	0.243511	207961	50602	9035	2719.87	0.00641627	423902	103242	55602	15707.8	0.00816162	1924600	468683	0.00720827	283864	5136	379218	8311	SW	2800	906	513	370	317	211	201	182	166	118	112	87	68	57	46	61	44	41	28
C_3	0.243511	207961	50602	9035	2719.87	0.00641627	423902	103242	55602	15707.8	0.00816162	1924600	468683	0.00720827	283864	5136	379218	8311	WS	2793	872	521	377	287	271	225	180	145	135	104	105	66	58	47	59	58	54	35
C_4	0.249382	196022	48887	8158	2476.63	0.00668943	370230	92327	55398	15363	0.00803661	1911628	476725	0.00719955	255025	4807	340066	8455	Neutre	3156	982	544	382	284	262	214	158	136	150	115	99	79	62	83	51	63	47	23
C_4	0.249382	196022	48887	8158	2476.63	0.00668943	370230	92327	55398	15363	0.00803661	1911628	476725	0.00719955	255025	4807	340066	8455	SW	2960	855	512	354	282	262	199	147	157	102	103	101	72	65	54	48	49	42	35
C_4	0.249382	196022	48887	8158	2476.63	0.00668943	370230	92327	55398	15363	0.00803661	1911628	476725	0.00719955	255025	4807	340066	8455	WS	2889	892	528	352	305	269	225	151	137	120	102	87	71	66	63	61	51	47	36
C_5	0.253802	173390	43978	6996	2099.75	0.00613949	342007	86809	56177	15710	0.00806195	1948654	494594	0.00722783	253981	4711	301153	6795	Neutre	3195	941	522	431	296	258	209	195	152	145	104	104	80	60	43	43	49	33	37
C_5	0.253802	173390	43978	6996	2099.75	0.00613949	342007	86809	56177	15710	0.00806195	1948654	494594	0.00722783	253981	4711	301153	6795	SW	3042	905	468	360	278	253	181	167	136	128	99	98	73	54	54	45	39	43	41
C_5	0.253802	173390	43978	6996	2099.75	0.00613949	342007	86809	56177	15710	0.00806195	1948654	494594	0.00722783	253981	4711	301153	6795	WS	2885	906	506	377	313	253	191	159	141	136	83	83	77	36	66	56	26	51	47
C_6	0.257498	169414	43630	7118	2182.86	0.00630101	346430	89206	55242	15488.3	0.00792191	1955120	503433	0.00715152	229672	4547	282095	6665	Neutre	3083	955	534	419	303	247	225	193	152	138	124	100	68	61	58	52	39	47	32
C_6	0.257498	169414	43630	7118	2182.86	0.00630101	346430	89206	55242	15488.3	0.00792191	1955120	503433	0.00715152	229672	4547	282095	6665	SW	3038	934	541	355	296	234	208	174	140	126	120	100	65	62	47	46	34	50	33
C_6	0.257498	169414	43630	7118	2182.86	0.00630101	346430	89206	55242	15488.3	0.00792191	1955120	503433	0.00715152	229672	4547	282095	6665	WS	2829	888	566	359	293	213	168	171	152	125	83	97	86	83	53	42	43	37	35
C_7	0.260677	168402	43886	7535	2304.27	0.00663569	347254	90525	55966	15630.6	0.00803981	1944153	506804	0.00729116	207048	4440	267276	6560	Neutre	3051	916	522	401	346	249	206	178	121	132	97	80	86	58	68	42	56	41	46
C_7	0.260677	168402	43886	7535	2304.27	0.00663569	347254	90525	55966	15630.6	0.00803981	1944153	506804	0.00729116	207048	4440	267276	6560	SW	3042	891	552	391	297	277	189	173	148	119	101	75	76	55	57	60	30	29	41
C_7	0.260677	168402	43886	7535	2304.27	0.00663569	347254	90525	55966	15630.6	0.00803981	1944153	506804	0.00729116	207048	4440	267276	6560	WS	2864	897	553	369	344	238	190	187	114	109	101	95	69	71	53	61	46	41	32
C_8	0.263457	156306	41172	7067	2126.86	0.00604063	352093	92762	55711	15728.8	0.00801786	1961717	516835	0.00722867	191623	4464	243302	6503	Neutre	3021	983	577	407	315	248	216	156	139	119	110	117	72	47	65	48	44	43	29
C_8	0.263457	156306	41172	7067	2126.86	0.00604063	352093	92762	55711	15728.8	0.00801786	1961717	516835	0.00722867	191623	4464	243302	6503	SW	3006	958	530	398	317	231	203	176	151	133	112	74	78	62	54	46	38	38	36
C_8	0.263457	156306	41172	7067	2126.86	0.00604063	352093	92762	55711	15728.8	0.00801786	1961717	516835	0.00722867	191623	4464	243302	6503	WS	2828	892	553	354	317	233	207	170	137	105	98	91	76	63	71	53	44	49	39
C_9	0.265931	159578	42442	6357	1921.9	0.00656086	292934	77898	55045	15464.1	0.00805322	1920235	510647	0.00732737	206348	4292	244959	6095	Neutre	3072	941	527	398	318	266	193	149	146	101	119	84	103	79	76	52	39	35	42
C_9	0.265931	159578	42442	6357	1921.9	0.00656086	292934	77898	55045	15464.1	0.00805322	1920235	510647	0.00732737	206348	4292	244959	6095	SW	3124	917	518	413	325	266	182	157	143	102	83	86	81	66	56	37	35	43	30
C_9	0.265931	159578	42442	6357	1921.9	0.00656086	292934	77898	55045	15464.1	0.00805322	1920235	510647	0.00732737	206348	4292	244959	6095	WS	2810	868	518	362	318	239	176	149	154	147	107	87	101	62	54	49	56	36	39
C_10	0.268257	143540	38504	6237	1869.28	0.00621376	300829	80687	55378	15527.3	0.0079133	1962177	526382	0.00722886	181637	4307	238453	6084	Neutre	2981	908	542	410	282	239	222	169	146	119	108	82	79	82	53	55	31	44	38
C_10	0.268257	143540	38504	6237	1869.28	0.00621376	300829	80687	55378	15527.3	0.0079133	1962177	526382	0.00722886	181637	4307	238453	6084	SW	3219	997	553	387	297	258	215	159	139	129	89	73	85	56	51	43	39	30	40
C_10	0.268257	143540	38504	6237	1869.28	0.00621376	300829	80687	55378	15527.3	0.0079133	1962177	526382	0.00722886	181637	4307	238453	6084	WS	2770	887	520	384	275	243	185	181	139	118	138	74	67	73	52	52	36	58	39
C_11	0.270327	152260	41161	5927	1792.93	0.00610672	293600	79360	54350	15289.8	0.00792136	1930195	521792	0.00718953	181973	4169	226389	5735	Neutre	2994	870	554	377	313	282	218	158	136	135	119	88	85	67	54	43	50	35	40
C_11	0.270327	152260	41161	5927	1792.93	0.00610672	293600	79360	54350	15289.8	0.00792136	1930195	521792	0.00718953	181973	4169	226389	5735	SW	3121	948	549	370	300	243	203	196	143	135	96	72	86	78	63	44	57	36	47
C_11	0.270327	152260	41161	5927	1792.93	0.00610672	293600	79360	54350	15289.8	0.00792136	1930195	521792	0.00718953	181973	4169	226389	5735	WS	2783	886	526	358	301	243	190	157	146	134	113	86	79	77	54	43	44	31	52
C_12	0.272268	147737	40223	6241	1895.88	0.00627625	302072	82247	55534	15660.7	0.00805768	1943575	529173	0.00733546	166065	4147	204500	5998	Neutre	2953	892	547	428	296	261	214	168	141	132	110	96	84	71	55	57	29	36	43
C_12	0.272268	147737	40223	6241	1895.88	0.00627625	302072	82247	55534	15660.7	0.00805768	1943575	529173	0.00733546	166065	4147	204500	5998	SW	3099	1003	524	400	341	271	211	181	133	134	101	86	95	59	59	49	37	37	47
C_12	0.272268	147737	40223	6241	1895.88	0.00627625	302072	82247	55534	15660.7	0.00805768	1943575	529173	0.00733546	166065	4147	204500	5998	WS	2721	925	471	387	304	263	203	160	130	154	103	93	78	49	48	48	45	45	33
C_13	0.27408	134608	36896	5739	1715.27	0.00589259	291089	79783	54168	15161.6	0.00792075	1914159	524628	0.00721278	175336	4100	206296	5535	Neutre	3066	938	541	359	296	263	182	175	144	121	124	95	73	45	50	44	46	53	44
C_13	0.27408	134608	36896	5739	1715.27	0.00589259	291089	79783	54168	15161.6	0.00792075	1914159	524628	0.00721278	175336	4100	206296	5535	SW	3229	932	606	369	307	266	210	185	136	125	113	88	58	57	44	42	32	40	47
C_13	0.27408	134608	36896	5739	1715.27	0.00589259	291089	79783	54168	15161.6	0.00792075	1914159	524628	0.00721278	175336	4100	206296	5535	WS	2751	876	519	374	292	249	176	169	161	128	101	80	68	56	49	46	39	25	39
C_14	0.275796	150282	41450	5988	1838.97	0.00638508	288011	79432	54596	15285.6	0.00798729	1913746	527801	0.00728073	150784	4082	196382	5648	Neutre	3017	891	546	404	297	235	201	149	124	126	95	75	75	57	62	38	46	52	40
C_14	0.275796	150282	41450	5988	1838.97	0.00638508	288011	79432	54596	15285.6	0.00798729	1913746	527801	0.00728073	150784	4082	196382	5648	SW	3241	929	576	422	343	255	219	179	143	136	128	103	76	60	72	45	48	41	33
C_14	0.275796	150282	41450	5988	1838.97	0.00638508	288011	79432	54596	15285.6	0.00798729	1913746	527801	0.00728073	150784	4082	196382	5648	WS	2704	890	546	369	305	220	187	139	133	132	111	61	64	74	53	53	40	38	38
C_15	0.277443	137286	38086	5848	1774.37	0.00609455	291141	80769	55280	15575.4	0.00786739	1979740	549275	0.00720455	173282	4095	216254	5613	Neutre	3013	933	570	328	275	246	214	185	155	128	102	92	70	58	60	56	41	44	33
C_15	0.277443	137286	38086	5848	1774.37	0.00609455	291141	80769	55280	15575.4	0.00786739	1979740	549275	0.00720455	173282	4095	216254	5613	SW	3226	948	578	366	331	277	228	179	159	128	133	82	87	68	46	54	53	46	41
C_15	0.277443	137286	38086	5848	1774.37	0.00609455	291141	80769	55280	15575.4	0.00786739	1979740	549275	0.00720455	173282	4095	216254	5613	WS	2687	843	543	364	284	233	206	169	141	113	104	82	68	54	50	44	53	53	30
C_16	0.279019	137852	38466	5620	1691.33	0.00586789	288234	80423	54637	15482.2	0.00791668	1955644	545658	0.00721053	166377	4065	203259	5498	Neutre	2950	941	539	408	322	269	218	184	139	103	124	85	76	63	58	46	32	45	36
C_16	0.279019	137852	38466	5620	1691.33	0.00586789	288234	80423	54637	15482.2	0.00791668	1955644	545658	0.00721053	166377	4065	203259	5498	SW	3201	969	570	382	334	291	236	176	161	124	135	92	70	56	59	58	45	38	33
C_16	0.279019	137852	38466	5620	1691.33	0.00586789	288234	80423	54637	15482.2	0.00791668	1955644	545658	0.00721053	166377	4065	203259	5498	WS	2666	829	519	357	303	215	201	166	135	99	106	106	73	73	66	43	47	40	31
C_17	0.280518	144478	40533	5650	1732.01	0.00611768	283115	79435	54372	15281.8	0.00781519	1955400	548505	0.00713968	147131	3973	189113	5770	Neutre	2906	922	478	356	336	256	210	220	137	135	112	81	65	53	67	52	46	43	48
C_17	0.280518	144478	40533	5650	1732.01	0.00611768	283115	79435	54372	15281.8	0.00781519	1955400	548505	0.00713968	147131	3973	189113	5770	SW	3311	979	574	410	305	274	209	172	166	149	121	97	97	67	60	62	60	51	40
C_17	0.280518	144478	40533	5650	1732.01	0.00611768	283115	79435	54372	15281.8	0.00781519	1955400	548505	0.00713968	147131	3973	189113	5770	WS	2700	825	465	375	262	217	177	172	131	144	103	74	83	64	49	55	40	35	44
C_18	0.281932	144508	40738	5881	1827.29	0.00625846	291971	82318	54738	15490.6	0.00787247	1967688	554756	0.00720328	130196	4088	166930	5636	Neutre	2965	916	502	345	326	243	194	153	139	120	126	92	85	81	64	41	45	36	33
C_18	0.281932	144508	40738	5881	1827.29	0.00625846	291971	82318	54738	15490.6	0.00787247	1967688	554756	0.00720328	130196	4088	166930	5636	SW	3301	969	542	396	318	287	215	171	146	143	102	82	100	66	69	52	46	38	33
C_18	0.281932	144508	40738	5881	1827.29	0.00625846	291971	82318	54738	15490.6	0.00787247	1967688	554756	0.00720328	130196	4088	166930	5636	WS	2707	853	484	371	337	251	183	145	124	133	101	104	65	64	74	61	50	34	44
C_19	0.283333	132798	37626	5099	1552.09	0.00620015	250332	70924	54580	15220.8	0.00773104	1968797	557829	0.00713155	125583	3970	159875	5246	Neutre	3062	905	510	381	283	214	180	172	135	117	101	88	80	60	57	41	31	40	38
C_19	0.283333	132798	37626	5099	1552.09	0.00620015	250332	70924	54580	15220.8	0.00773104	1968797	557829	0.00713155	125583	3970	159875	5246	SW	3260	1000	546	415	319	237	203	168	165	120	119	93	74	69	53	52	38	48	38
C_19	0.283333	132798	37626	5099	1552.09	0.00620015	250332	70924	54580	15220.8	0.00773104	1968797	557829	0.00713155	125583	3970	159875	5246	WS	2832	832	514	355	284	254	207	156	129	121	122	88	64	59	51	55	45	42	39
C_20	0.284687	137397	39109	5375	1670.47	0.00644951	259008	73731	54652	15309.6	0.00784804	1950750	555365	0.00723432	140311	3984	163281	5225	Neutre	2969	931	536	400	319	247	205	159	131	138	101	72	71	60	65	53	46	40	33
C_20	0.284687	137397	39109	5375	1670.47	0.00644951	259008	73731	54652	15309.6	0.00784804	1950750	555365	0.00723432	140311	3984	163281	5225	SW	3350	972	551	439	333	244	189	183	151	137	113	77	75	60	62	50	41	50	40
C_20	0.284687	137397	39109	5375	1670.47	0.00644951	259008	73731	54652	15309.6	0.00784804	1950750	555365	0.00723432	140311	3984	163281	5225	WS	2675	822	567	377	282	243	173	168	117	118	105	70	81	55	71	51	50	31	31
C_21	0.28602	136115	38923	5494	1678.96	0.00606218	276957	79214	54541	15281.8	0.00783762	1949795	557691	0.00717804	136831	4008	180817	5987	Neutre	3050	856	486	408	299	249	223	180	127	115	117	78	87	68	60	54	31	30	45
C_21	0.28602	136115	38923	5494	1678.96	0.00606218	276957	79214	54541	15281.8	0.00783762	1949795	557691	0.00717804	136831	4008	180817	5987	SW	3381	975	585	401	311	235	241	163	155	119	105	100	75	58	59	46	37	34	45
C_21	0.28602	136115	38923	5494	1678.96	0.00606218	276957	79214	54541	15281.8	0.00783762	1949795	557691	0.00717804	136831	4008	180817	5987	WS	2783	783	508	361	277	175	220	156	128	113	109	65	78	58	49	53	46	29	43
C_22	0.287283	125060	35924	5530	1724.07	0.00639411	269634	77457	53423	14798	0.00773228	1913792	549807	0.0071571	132193	3888	158828	5140	Neutre	2999	915	519	376	311	235	194	175	107	122	117	95	74	57	52	31	46	43	39
C_22	0.287283	125060	35924	5530	1724.07	0.00639411	269634	77457	53423	14798	0.00773228	1913792	549807	0.0071571	132193	3888	158828	5140	SW	3280	1003	551	438	336	253	204	153	118	144	119	112	69	53	50	60	56	54	38
C_22	0.287283	125060	35924	5530	1724.07	0.00639411	269634	77457	53423	14798	0.00773228	1913792	549807	0.0071571	132193	3888	158828	5140	WS	2795	826	482	399	285	200	211	134	141	122	100	77	70	59	54	56	33	49	33
C_23	0.288503	121499	35054	4703	1446	0.0061561	234889	67766	53492	14999.8	0.00783214	1915155	552528	0.00723992	124462	3763	143120	4931	Neutre	2933	866	560	378	309	197	169	141	131	130	95	86	103	84	58	37	36	39	41
C_23	0.288503	121499	35054	4703	1446	0.0061561	234889	67766	53492	14999.8	0.00783214	1915155	552528	0.00723992	124462	3763	143120	4931	SW	3428	1008	557	438	322	272	205	171	158	130	105	97	105	87	62	51	43	52	33
C_23	0.288503	121499	35054	4703	1446	0.0061561	234889	67766	53492	14999.8	0.00783214	1915155	552528	0.00723992	124462	3763	143120	4931	WS	2728	831	496	351	256	223	181	150	144	123	107	78	80	75	54	39	40	43	34
C_24	0.289706	144347	41825	5446	1650.05	0.00606704	271969	78804	54688	15293.3	0.00771017	1983526	574620	0.00706019	104188	3981	145118	5661	Neutre	2888	910	502	364	289	242	195	166	161	132	104	80	85	64	71	57	35	33	30
C_24	0.289706	144347	41825	5446	1650.05	0.00606704	271969	78804	54688	15293.3	0.00771017	1983526	574620	0.00706019	104188	3981	145118	5661	SW	3437	994	521	385	328	290	224	181	135	136	123	91	77	70	52	49	53	49	45
C_24	0.289706	144347	41825	5446	1650.05	0.00606704	271969	78804	54688	15293.3	0.00771017	1983526	574620	0.00706019	104188	3981	145118	5661	WS	2747	813	456	362	297	227	192	156	139	118	116	89	72	61	50	43	47	32	47
C_25	0.290877	127413	37060	5176	1618.37	0.00652681	247958	72121	54311	15254.6	0.00781738	1951369	567613	0.00725176	129842	3904	156828	5192	Neutre	2920	856	545	412	297	255	199	161	138	124	116	75	77	79	52	50	52	34	42
